"Collision,Comp,DCPD,AB,Make ,Model,Body Style,Model Year"
"121,125,160,106,MAZDA,CX-9 4DR AWD,SUV,2021"
"134,102,127,24,MAZDA,CX-9 4DR AWD,SUV,2022"
"60,23,67,125,MAZDA,MAZDA2 5DR,4D,2011"
"61,30,78,92,MAZDA,MAZDA2 5DR,4D,2012"
"66,30,84,55,MAZDA,MAZDA2 5DR,4D,2013"
"79,17,69,78,MAZDA,MAZDA2 5DR,4D,2014"
"34,14,52,90,MAZDA,MAZDA3 4DR,4D,2005"
"42,21,49,116,MAZDA,MAZDA3 4DR,4D,2006"
"57,13,54,173,MAZDA,MAZDA3 4DR,4D,2007"
"58,18,57,106,MAZDA,MAZDA3 4DR,4D,2008"
"58,31,62,160,MAZDA,MAZDA3 4DR,4D,2009"
"73,24,71,132,MAZDA,MAZDA3 4DR,4D,2010"
"64,24,62,122,MAZDA,MAZDA3 4DR,4D,2011"
"60,26,78,106,MAZDA,MAZDA3 4DR,4D,2012"
"69,29,81,72,MAZDA,MAZDA3 4DR,4D,2013"
"99,38,115,129,MAZDA,MAZDA3 4DR,4D,2014"
"112,38,122,85,MAZDA,MAZDA3 4DR,4D,2015"
"108,45,138,127,MAZDA,MAZDA3 4DR,4D,2016"
"120,49,138,105,MAZDA,MAZDA3 4DR,4D,2017"
"127,51,139,133,MAZDA,MAZDA3 4DR,4D,2018"
"164,60,168,714,MAZDA,MAZDA3 4DR,4D,2019"
"143,73,163,71,MAZDA,MAZDA3 4DR,4D,2020"
"179,48,158,110,MAZDA,MAZDA3 4DR,4D,2021"
"155,83,171,78,MAZDA,MAZDA3 4DR,4D,2022"
"200,76,221,78,MAZDA,MAZDA3 4DR AWD,4D,2019"
"227,88,216,70,MAZDA,MAZDA3 4DR AWD,4D,2020"
"156,48,168,43,MAZDA,MAZDA3 4DR AWD,4D,2021"
"33,13,31,55,MAZDA,MAZDA3 SPORT 5DR,4D,2005"
"39,11,50,78,MAZDA,MAZDA3 SPORT 5DR,4D,2006"
"60,18,42,73,MAZDA,MAZDA3 SPORT 5DR,4D,2007"
"50,14,55,93,MAZDA,MAZDA3 SPORT 5DR,4D,2008"
"56,19,41,95,MAZDA,MAZDA3 SPORT 5DR,4D,2009"
"52,19,80,89,MAZDA,MAZDA3 SPORT 5DR,4D,2010"
"50,17,61,66,MAZDA,MAZDA3 SPORT 5DR,4D,2011"
"56,28,69,130,MAZDA,MAZDA3 SPORT 5DR,4D,2012"
"72,34,80,59,MAZDA,MAZDA3 SPORT 5DR,4D,2013"
"79,39,95,39,MAZDA,MAZDA3 SPORT 5DR,4D,2014"
"90,37,97,73,MAZDA,MAZDA3 SPORT 5DR,4D,2015"
"93,47,119,104,MAZDA,MAZDA3 SPORT 5DR,4D,2016"
"109,74,112,95,MAZDA,MAZDA3 SPORT 5DR,4D,2017"
"113,57,116,67,MAZDA,MAZDA3 SPORT 5DR,4D,2018"
"126,82,159,112,MAZDA,MAZDA3 SPORT 5DR,4D,2019"
"95,88,172,54,MAZDA,MAZDA3 SPORT 5DR,4D,2020"
"185,61,181,60,MAZDA,MAZDA3 SPORT 5DR,4D,2021"
"195,82,164,35,MAZDA,MAZDA3 SPORT 5DR,4D,2022"
"105,67,158,61,MAZDA,MAZDA3 SPORT 5DR AWD,4D,2019"
"144,84,187,57,MAZDA,MAZDA3 SPORT 5DR AWD,4D,2020"
"180,74,175,60,MAZDA,MAZDA3 SPORT 5DR AWD,4D,2021"
"35,24,52,226,MAZDA,MAZDA5 5DR,4D,2006"
"40,11,45,88,MAZDA,MAZDA5 5DR,4D,2007"
"41,17,69,186,MAZDA,MAZDA5 5DR,4D,2008"
"43,25,48,77,MAZDA,MAZDA5 5DR,4D,2009"
"42,24,57,131,MAZDA,MAZDA5 5DR,4D,2010"
"70,33,61,78,MAZDA,MAZDA5 5DR,4D,2012"
"73,20,66,112,MAZDA,MAZDA5 5DR,4D,2013"
"83,22,96,65,MAZDA,MAZDA5 5DR,4D,2014"
"104,37,77,58,MAZDA,MAZDA5 5DR,4D,2015"
"100,62,81,39,MAZDA,MAZDA5 5DR,4D,2016"
"100,61,118,121,MAZDA,MAZDA5 5DR,4D,2017"
"     .,     .,34,42,MAZDA,MAZDA6 4DR,4D,2005"
"47,24,45,112,MAZDA,MAZDA6 4DR,4D,2006"
"44,15,67,114,MAZDA,MAZDA6 4DR,4D,2007"
"43,19,75,93,MAZDA,MAZDA6 4DR,4D,2008"
"71,24,62,206,MAZDA,MAZDA6 4DR,4D,2009"
"83,34,56,291,MAZDA,MAZDA6 4DR,4D,2010"
"68,29,65,276,MAZDA,MAZDA6 4DR,4D,2011"
"71,43,86,75,MAZDA,MAZDA6 4DR,4D,2012"
"78,34,83,113,MAZDA,MAZDA6 4DR,4D,2013"
"111,51,131,94,MAZDA,MAZDA6 4DR,4D,2014"
"136,53,116,120,MAZDA,MAZDA6 4DR,4D,2015"
"110,47,124,82,MAZDA,MAZDA6 4DR,4D,2016"
"106,70,167,88,MAZDA,MAZDA6 4DR,4D,2017"
"100,58,183,87,MAZDA,MAZDA6 4DR,4D,2018"
"178,59,165,35,MAZDA,MAZDA6 4DR,4D,2019"
"     .,     .,41,48,MAZDA,MAZDA6 SPORT 5DR,4D,2005"
"     .,26,31,643,MAZDA,MAZDA6 SPORT 5DR,4D,2006"
"56,18,78,131,MAZDA,MAZDA6 SPORT 5DR,4D,2007"
"     .,71,     .,80,MAZDA,MAZDASPEED3 5DR,4D,2010"
"10,20,23,4,MAZDA,MX5 MIATA CONVERTIBLE,2D,2006"
"17,11,15,5,MAZDA,MX5 MIATA CONVERTIBLE,2D,2007"
"22,14,32,5,MAZDA,MX5 MIATA CONVERTIBLE,2D,2008"
"     .,20,     .,     .,MAZDA,MX5 MIATA CONVERTIBLE,2D,2009"
"     .,20,     .,     .,MAZDA,MX5 MIATA CONVERTIBLE,2D,2011"
"31,40,45,36,MAZDA,MX5 MIATA CONVERTIBLE,2D,2016"
"68,47,82,17,MAZDA,MX5 MIATA CONVERTIBLE,2D,2017"
"     .,30,     .,39,MAZDA,RX-8 4DR,4D,2005"
"     .,     .,42,132,MAZDA,TRIBUTE 4DR 2WD,SUV,2006"
"44,32,37,69,MAZDA,TRIBUTE 4DR 2WD,SUV,2008"
"37,20,56,161,MAZDA,TRIBUTE 4DR 2WD,SUV,2009"
"40,14,58,106,MAZDA,TRIBUTE 4DR 2WD,SUV,2010"
"30,18,67,96,MAZDA,TRIBUTE 4DR 2WD,SUV,2011"
"     .,20,21,105,MAZDA,TRIBUTE 4DR AWD,SUV,2005"
"     .,43,49,28,MAZDA,TRIBUTE 4DR AWD,SUV,2006"
"46,20,35,47,MAZDA,TRIBUTE 4DR AWD,SUV,2008"
"43,25,20,80,MAZDA,TRIBUTE 4DR AWD,SUV,2009"
"35,23,33,125,MAZDA,TRIBUTE 4DR AWD,SUV,2010"
"51,33,36,30,MAZDA,TRIBUTE 4DR AWD,SUV,2011"
"109,24,84,35,MAZDA/FIAT,MX5 MIATA/124 CONVERTIBLE,2D,2019"
"211,91,271,28,MERCEDES-BENZ,A220 4MATIC 4DR,4D,2019"
"203,45,258,141,MERCEDES-BENZ,A220/A35 4MATIC 4DR,4D,2020"
"220,86,194,41,MERCEDES-BENZ,A250 4MATIC 4DR HATCHBACK,4D,2019"
"     .,53,42,126,MERCEDES-BENZ,B200 5DR,4D,2006"
"67,28,38,69,MERCEDES-BENZ,B200 5DR,4D,2007"
"49,18,52,153,MERCEDES-BENZ,B200 5DR,4D,2008"
"62,17,49,166,MERCEDES-BENZ,B200 5DR,4D,2009"
"72,10,84,111,MERCEDES-BENZ,B200 5DR,4D,2010"
"82,28,55,365,MERCEDES-BENZ,B200 5DR,4D,2011"
"133,35,122,151,MERCEDES-BENZ,B250 4MATIC 5DR,4D,2015"
"150,35,121,70,MERCEDES-BENZ,B250 4MATIC 5DR,4D,2016"
"118,23,81,113,MERCEDES-BENZ,B250 4MATIC 5DR,4D,2017"
"144,34,160,189,MERCEDES-BENZ,B250 4MATIC 5DR,4D,2018"
"106,51,109,156,MERCEDES-BENZ,B250 5DR,4D,2013"
"104,64,103,155,MERCEDES-BENZ,B250 5DR,4D,2014"
"32,32,83,113,MERCEDES-BENZ,C230/C240/C320/C55 4DR,4D,2005"
"51,26,69,105,MERCEDES-BENZ,C230/C280W/C350 SPORT 4DR,4D,2007"
"     .,     .,85,220,MERCEDES-BENZ,C230/C280W/C350/C55 4DR,4D,2006"
"102,54,134,133,MERCEDES-BENZ,C230/C300W/C350 4MATIC 4DR,4D,2008"
"91,64,131,104,MERCEDES-BENZ,C230/C300W/C350 4MATIC 4DR,4D,2009"
"91,36,116,177,MERCEDES-BENZ,C230/C300W/C350 SPORT/C63 4DR,4D,2008"
"114,134,153,159,MERCEDES-BENZ,C230/C300W/C350 SPORT/C63 4DR,4D,2009"
"161,49,137,165,MERCEDES-BENZ,C250/C300W/C350 4MATIC 4DR,4D,2010"
"105,48,134,141,MERCEDES-BENZ,C250/C300W/C350 4MATIC 4DR,4D,2011"
"128,43,141,151,MERCEDES-BENZ,C250/C300W/C350 4MATIC 4DR,4D,2012"
"131,103,155,217,MERCEDES-BENZ,C250/C350/C63 2DR,2D,2012"
"172,124,177,52,MERCEDES-BENZ,C250/C350/C63 2DR,2D,2013"
"     .,     .,58,187,MERCEDES-BENZ,C280W/C350 4MATIC 4DR,4D,2006"
"87,34,72,117,MERCEDES-BENZ,C280W/C350 4MATIC 4DR,4D,2007"
"295,172,219,317,MERCEDES-BENZ,C300/C43 4MATIC 2DR,2D,2017"
"328,135,306,129,MERCEDES-BENZ,C300/C43 4MATIC 2DR,2D,2018"
"210,140,353,171,MERCEDES-BENZ,C300/C43 4MATIC 2DR,2D,2019"
"246,142,     .,32,MERCEDES-BENZ,C300/C43 4MATIC CABRIOLET,2D,2017"
"214,149,210,26,MERCEDES-BENZ,C300/C43 4MATIC CABRIOLET,2D,2018"
"     .,143,     .,101,MERCEDES-BENZ,C300/C43 4MATIC CABRIOLET,2D,2019"
"172,64,168,380,MERCEDES-BENZ,C300W/C350 4MATIC 4DR,4D,2013"
"136,64,187,197,MERCEDES-BENZ,C300W/C350 4MATIC 4DR,4D,2014"
"179,104,277,106,MERCEDES-BENZ,C300W/C350 4MATIC 4DR,4D,2020"
"209,101,238,157,MERCEDES-BENZ,C300W/C400 4MATIC 4DR,4D,2015"
"270,197,296,282,MERCEDES-BENZ,C300W/C43 4MATIC 4DR,4D,2017"
"272,214,312,215,MERCEDES-BENZ,C300W/C43 4MATIC 4DR,4D,2018"
"239,167,206,191,MERCEDES-BENZ,C300W/C43 4MATIC 4DR,4D,2019"
"192,75,252,375,MERCEDES-BENZ,C300W/C43 4MATIC 4DR,4D,2021"
"258,130,243,461,MERCEDES-BENZ,C300W/C450 4MATIC 4DR,4D,2016"
"201,133,187,209,MERCEDES-BENZ,C350 4MATIC 2DR,2D,2013"
"221,99,217,188,MERCEDES-BENZ,CLA250 4DR COUPE,4D,2014"
"251,68,191,69,MERCEDES-BENZ,CLA250/CLA35/CLA45 4MATIC 4DR COUPE,4D,2020"
"310,92,271,240,MERCEDES-BENZ,CLA250/CLA35/CLA45 4MATIC 4DR COUPE,4D,2021"
"180,109,222,231,MERCEDES-BENZ,CLA250/CLA45 4MATIC 4DR COUPE,4D,2014"
"274,100,208,190,MERCEDES-BENZ,CLA250/CLA45 4MATIC 4DR COUPE,4D,2015"
"261,161,247,163,MERCEDES-BENZ,CLA250/CLA45 4MATIC 4DR COUPE,4D,2016"
"258,127,291,468,MERCEDES-BENZ,CLA250/CLA45 4MATIC 4DR COUPE,4D,2017"
"282,86,208,157,MERCEDES-BENZ,CLA250/CLA45 4MATIC 4DR COUPE,4D,2018"
"208,174,318,225,MERCEDES-BENZ,CLA250/CLA45 4MATIC 4DR COUPE,4D,2019"
"     .,119,     .,382,MERCEDES-BENZ,CLS500/CLS55 4DR,4D,2006"
"     .,231,     .,206,MERCEDES-BENZ,CLS550 4MATIC 4DR,4D,2012"
"275,241,     .,129,MERCEDES-BENZ,CLS550/CLS63 4MATIC 4DR,4D,2014"
"138,149,197,135,MERCEDES-BENZ,E250 BLUETEC/E300W/E350/E400/E550W/E63 4,4D,2015"
"229,96,215,201,MERCEDES-BENZ,E250 BLUETEC/E300W/E350/E400/E550W/E63 4,4D,2016"
"197,108,172,166,MERCEDES-BENZ,E250 BLUETEC/E300W/E350/E550W/E63 4MATIC,4D,2014"
"70,63,72,106,MERCEDES-BENZ,E280W/E350/E550W 4MATIC 4DR,4D,2007"
"77,34,88,96,MERCEDES-BENZ,E300W/E320/E350/E550W 4MATIC 4DR,4D,2009"
"83,52,82,215,MERCEDES-BENZ,E300W/E350/E550W 4MATIC 4DR,4D,2008"
"131,74,151,32,MERCEDES-BENZ,E300W/E350/E550W 4MATIC 4DR,4D,2012"
"132,63,165,203,MERCEDES-BENZ,E300W/E350/E550W 4MATIC 4DR,4D,2013"
"257,173,279,96,MERCEDES-BENZ,E300W/E400/E43 4MATIC 4DR,4D,2017"
"250,322,387,133,MERCEDES-BENZ,E300W/E400/E43/E63 4MATIC 4DR,4D,2018"
"335,195,289,258,MERCEDES-BENZ,E300W/E450/E53/E63 4MATIC 4DR,4D,2019"
"     .,76,65,135,MERCEDES-BENZ,E320/E500W/E55 4DR,4D,2005"
"     .,137,     .,63,MERCEDES-BENZ,E350 4MATIC 2DR,2D,2014"
"269,177,223,48,MERCEDES-BENZ,E350/E450/E53/E63 4MATIC 4DR,4D,2020"
"     .,     .,     .,66,MERCEDES-BENZ,E350/E500W 4MATIC 4DR,4D,2006"
"119,55,116,100,MERCEDES-BENZ,E350/E500W 4MATIC 4DR,4D,2010"
"     .,139,     .,144,MERCEDES-BENZ,E350/E550 2DR,2D,2010"
"106,55,95,41,MERCEDES-BENZ,E350/E550 CABRIOLET,2D,2011"
"135,80,134,109,MERCEDES-BENZ,E350/E550W 4MATIC 4DR,4D,2011"
"199,229,310,99,MERCEDES-BENZ,E400 4MATIC 2DR,2D,2018"
"172,795,     .,34,MERCEDES-BENZ,G550/G63 5DR AWD,SUV,2019"
"202,1411,194,43,MERCEDES-BENZ,G550/G63 5DR AWD,SUV,2021"
"87,160,89,121,MERCEDES-BENZ,GL320/GL450 4DR AWD,SUV,2007"
"75,92,100,176,MERCEDES-BENZ,GL320/GL450/GL550 4DR AWD,SUV,2008"
"154,157,108,294,MERCEDES-BENZ,GL320/GL450/GL550 4DR AWD,SUV,2009"
"144,135,97,69,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550 4DR AWD,SUV,2010"
"121,204,142,82,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550 4DR AWD,SUV,2011"
"110,80,116,85,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550 4DR AWD,SUV,2012"
"142,119,184,138,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550/GL63 4DR AWD,SUV,2013"
"171,118,198,195,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550/GL63 4DR AWD,SUV,2014"
"174,56,225,140,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550/GL63 4DR AWD,SUV,2015"
"185,106,304,142,MERCEDES-BENZ,GL350 BLUETEC/GL450/GL550/GL63 4DR AWD,SUV,2016"
"141,54,199,59,MERCEDES-BENZ,GLA250 4DR AWD,SUV,2020"
"162,67,160,189,MERCEDES-BENZ,GLA250/GLA35/GLA45 4DR AWD,SUV,2021"
"123,65,143,45,MERCEDES-BENZ,GLA250/GLA45 4DR AWD,SUV,2015"
"156,39,188,112,MERCEDES-BENZ,GLA250/GLA45 4DR AWD,SUV,2016"
"155,69,138,223,MERCEDES-BENZ,GLA250/GLA45 4DR AWD,SUV,2017"
"147,56,142,124,MERCEDES-BENZ,GLA250/GLA45 4DR AWD,SUV,2018"
"121,38,204,76,MERCEDES-BENZ,GLA250/GLA45 4DR AWD,SUV,2019"
"119,118,170,33,MERCEDES-BENZ,GLB250 4DR AWD,SUV,2020"
"143,52,183,112,MERCEDES-BENZ,GLB250/GLB35 4DR AWD,SUV,2021"
"131,106,140,98,MERCEDES-BENZ,GLC300 4DR AWD,SUV,2016"
"153,73,146,162,MERCEDES-BENZ,GLC300/GLC43 4DR AWD,SUV,2017"
"147,48,204,137,MERCEDES-BENZ,GLC300/GLC43 4DR AWD,SUV,2022"
"147,88,141,105,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR AWD,SUV,2018"
"124,92,143,89,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR AWD,SUV,2019"
"139,63,124,81,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR AWD,SUV,2020"
"98,41,144,49,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR AWD,SUV,2021"
"125,160,174,232,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR COUPE AWD,SUV,2018"
"216,145,261,134,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR COUPE AWD,SUV,2019"
"173,156,152,92,MERCEDES-BENZ,GLC300/GLC43/GLC63 4DR COUPE AWD,SUV,2020"
"164,177,254,105,MERCEDES-BENZ,GLE350/GLE350d/GLE400/GL550/GLE43/GLE63,SUV,2017"
"196,108,234,110,MERCEDES-BENZ,GLE350/GLE400/GL550/GLE43/GLE63 4DR AWD,SUV,2018"
"276,275,228,125,MERCEDES-BENZ,GLE350/GLE450/GLE53 4DR AWD,SUV,2020"
"217,258,242,87,MERCEDES-BENZ,GLE350/GLE450/GLE53/GLE580/GLE63 4DR AWD,SUV,2022"
"144,279,234,78,MERCEDES-BENZ,GLE350/GLE450/GLE53/GLE63 4DR AWD,SUV,2021"
"148,157,201,261,MERCEDES-BENZ,GLE350d/GLE400/GLE550/GLE63 4DR AWD,SUV,2016"
"156,288,149,142,MERCEDES-BENZ,GLE350d/GLE450/GLE550/GLE63 4DR COUPE AW,SUV,2016"
"139,230,263,135,MERCEDES-BENZ,GLE400/GLE43/GLE550/GLE63 4DR AWD,SUV,2019"
"386,338,     .,147,MERCEDES-BENZ,GLE43/GLE63 4DR COUPE AWD,SUV,2018"
"353,234,413,123,MERCEDES-BENZ,GLE43/GLE63 4DR COUPE AWD,SUV,2019"
"361,230,290,864,MERCEDES-BENZ,GLE53/GLE63 4DR COUPE AWD,SUV,2021"
"96,37,131,117,MERCEDES-BENZ,GLK250 BLUETEC/GLK350 4DR AWD,SUV,2013"
"115,58,107,41,MERCEDES-BENZ,GLK250 BLUETEC/GLK350 4DR AWD,SUV,2014"
"122,69,141,79,MERCEDES-BENZ,GLK250 BLUETEC/GLK350 4DR AWD,SUV,2015"
"93,54,88,111,MERCEDES-BENZ,GLK350 4DR AWD,SUV,2010"
"64,33,121,211,MERCEDES-BENZ,GLK350 4DR AWD,SUV,2011"
"110,42,94,82,MERCEDES-BENZ,GLK350 4DR AWD,SUV,2012"
"215,302,274,355,MERCEDES-BENZ,GLS300d/GLS450/GLS550/GLS63 4DR AWD,SUV,2017"
"228,201,211,63,MERCEDES-BENZ,GLS450/GLS550/GLS63 4DR AWD,SUV,2018"
"278,327,214,71,MERCEDES-BENZ,GLS450/GLS580 4DR AWD,SUV,2020"
"160,81,128,82,MERCEDES-BENZ,ML250 BLUETEC/ML350/ML350 BLUETEC/ML400/,SUV,2015"
"82,71,83,125,MERCEDES-BENZ,ML320/ML350/ML500/ML63 4DR 4WD,SUV,2007"
"63,60,94,90,MERCEDES-BENZ,ML320/ML350/ML550/ML63 4DR 4WD,SUV,2008"
"67,95,75,40,MERCEDES-BENZ,ML320/ML350/ML550/ML63 4DR 4WD,SUV,2009"
"89,91,114,78,MERCEDES-BENZ,ML350/ML350 BLUETEC/ML500/ML63 4DR 4WD,SUV,2012"
"105,90,153,185,MERCEDES-BENZ,ML350/ML350 BLUETEC/ML550/ML63 4DR 4WD,SUV,2013"
"122,98,121,73,MERCEDES-BENZ,ML350/ML350 BLUETEC/ML550/ML63 4DR 4WD,SUV,2014"
"     .,     .,     .,224,MERCEDES-BENZ,ML350/ML500 4DR 4WD,SUV,2005"
"63,42,65,43,MERCEDES-BENZ,ML350/ML500 4DR 4WD,SUV,2006"
"91,82,93,125,MERCEDES-BENZ,ML350/ML550/ML63 4DR 4WD,SUV,2010"
"118,74,119,143,MERCEDES-BENZ,ML350/ML550/ML63 4DR 4WD,SUV,2011"
"128,188,177,162,MERCEDES-BENZ,S350 BLUETEC/S550V 4MATIC 4DR,4D,2012"
"197,428,297,99,MERCEDES-BENZ,S400/S550V/S63 4MATIC 4DR,4D,2015"
"205,422,294,27,MERCEDES-BENZ,S400/S550V/S63 4MATIC 4DR,4D,2016"
"194,358,     .,79,MERCEDES-BENZ,S400/S550V/S63 4MATIC 4DR,4D,2017"
"330,586,385,50,MERCEDES-BENZ,S450/S560/S63 4MATIC 4DR,4D,2018"
"176,123,133,85,MERCEDES-BENZ,S450V/S550W 4MATIC 4DR,4D,2008"
"     .,     .,     .,53,MERCEDES-BENZ,S550W 4MATIC 4DR,4D,2007"
"     .,72,     .,     .,MERCEDES-BENZ,SL500R/SL600R/SL55/SL65 CONVERTIBLE,2D,2005"
"     .,102,     .,     .,MERCEDES-BENZ,SL550R/SL63/SL65 CONVERTIBLE,2D,2013"
"     .,47,     .,     .,MERCEDES-BENZ,SLK280/SLK350 CONVERTIBLE,2D,2006"
"     .,43,     .,     .,MERCEDES-BENZ,SLK280/SLK350 CONVERTIBLE,2D,2007"
"     .,28,40,24,MINI,COOPER 2DR,2D,2005"
"49,22,50,67,MINI,COOPER 2DR,2D,2006"
"53,44,30,25,MINI,COOPER 2DR,2D,2007"
"39,30,34,32,MINI,COOPER 2DR,2D,2008"
"28,38,36,43,MINI,COOPER 2DR,2D,2009"
"43,35,61,189,MINI,COOPER 2DR,2D,2010"
"51,50,82,244,MINI,COOPER 2DR,2D,2011"
"68,56,91,39,MINI,COOPER 2DR,2D,2012"
"88,57,96,62,MINI,COOPER 2DR,2D,2013"
"85,32,108,50,MINI,COOPER 2DR,2D,2014"
"88,42,90,57,MINI,COOPER 2DR,2D,2015"
"122,54,111,108,MINI,COOPER 2DR,2D,2016"
"70,39,103,64,MINI,COOPER 2DR,2D,2017"
"151,61,87,69,MINI,COOPER 2DR,2D,2018"
"113,41,92,23,MINI,COOPER 2DR,2D,2019"
"82,51,84,7,MINI,COOPER 5DR,4D,2015"
"98,70,116,26,MINI,COOPER 5DR,4D,2016"
"92,41,130,205,MINI,COOPER 5DR,4D,2017"
"140,66,136,42,MINI,COOPER 5DR,4D,2019"
"130,79,     .,86,MINI,COOPER CLUBMAN 4DR,4D,2016"
"187,87,162,64,MINI,COOPER CLUBMAN S/WORKS ALL4 4DR,4D,2017"
"56,25,69,31,MINI,COOPER COUNTRYMAN 4DR,4D,2012"
"144,99,181,383,MINI,COOPER COUNTRYMAN ALL4 4DR,4D,2019"
"100,83,     .,21,MINI,COOPER COUNTRYMAN S ALL4 4DR,4D,2011"
"77,52,75,39,MINI,COOPER COUNTRYMAN S ALL4 4DR,4D,2012"
"89,88,     .,161,MINI,COOPER COUNTRYMAN S ALL4 4DR,4D,2017"
"101,41,90,51,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2013"
"84,37,56,48,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2014"
"85,52,60,25,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2015"
"64,59,99,63,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2016"
"139,70,154,72,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2018"
"108,58,106,38,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2019"
"108,59,147,12,MINI,COOPER COUNTRYMAN S/WORKS ALL4 4DR,4D,2020"
"     .,33,     .,27,MINI,COOPER S 2DR,2D,2005"
"39,23,59,55,MINI,COOPER S 2DR,2D,2006"
"     .,53,     .,17,MINI,COOPER S 2DR,2D,2007"
"     .,48,     .,44,MINI,COOPER S 2DR,2D,2008"
"40,39,58,97,MINI,COOPER S/WORKS 2DR,2D,2009"
"48,37,57,83,MINI,COOPER S/WORKS 2DR,2D,2010"
"74,50,80,31,MINI,COOPER S/WORKS 2DR,2D,2012"
"65,52,72,53,MINI,COOPER S/WORKS 2DR,2D,2013"
"65,65,129,71,MINI,COOPER S/WORKS 2DR,2D,2015"
"87,67,80,9,MINI,COOPER S/WORKS 2DR,2D,2016"
"89,20,129,12,MINI,COOPER S/WORKS 2DR,2D,2017"
"102,65,94,264,MINI,COOPER S/WORKS 2DR,2D,2019"
"     .,68,40,134,MITSUBISHI,ECLIPSE 3DR,2D,2006"
"     .,36,65,69,MITSUBISHI,ECLIPSE 3DR,2D,2007"
"80,51,55,133,MITSUBISHI,ECLIPSE 3DR,2D,2008"
"164,119,120,100,MITSUBISHI,ECLIPSE CROSS 4DR AWD,SUV,2018"
"129,137,135,138,MITSUBISHI,ECLIPSE CROSS 4DR AWD,SUV,2019"
"162,110,211,249,MITSUBISHI,ECLIPSE CROSS 4DR AWD,SUV,2020"
"152,87,131,121,MITSUBISHI,ECLIPSE CROSS 4DR AWD,SUV,2022"
"154,93,165,118,MITSUBISHI,ECLIPSE CROSS 4DR AWD,SUV,2023"
"     .,19,     .,10,MITSUBISHI,ECLIPSE SPYDER,2D,2007"
"47,42,     .,34,MITSUBISHI,ECLIPSE SPYDER,2D,2008"
"     .,     .,     .,95,MITSUBISHI,ENDEAVOR 4DR AWD,SUV,2006"
"     .,     .,     .,100,MITSUBISHI,ENDEAVOR 4DR AWD,SUV,2007"
"     .,     .,     .,79,MITSUBISHI,ENDEAVOR 4DR AWD,SUV,2008"
"     .,     .,     .,19,MITSUBISHI,ENDEAVOR 4DR AWD,SUV,2011"
"     .,     .,     .,177,MITSUBISHI,GALANT 4DR,4D,2009"
"     .,     .,     .,89,MITSUBISHI,LANCER 4DR,4D,2005"
"38,32,49,110,MITSUBISHI,LANCER 4DR,4D,2006"
"58,38,58,90,MITSUBISHI,LANCER 4DR,4D,2008"
"70,25,84,204,MITSUBISHI,LANCER 4DR,4D,2009"
"60,28,69,67,MITSUBISHI,LANCER 4DR,4D,2010"
"95,29,85,91,MITSUBISHI,LANCER 4DR,4D,2011"
"97,61,103,124,MITSUBISHI,LANCER 4DR,4D,2012"
"82,27,93,115,MITSUBISHI,LANCER 4DR,4D,2013"
"84,43,115,68,MITSUBISHI,LANCER 4DR,4D,2014"
"128,60,138,105,MITSUBISHI,LANCER 4DR,4D,2015"
"141,66,162,108,MITSUBISHI,LANCER 4DR,4D,2016"
"159,56,121,57,MITSUBISHI,LANCER 4DR,4D,2017"
"103,115,138,54,MITSUBISHI,LANCER 4DR AWD,4D,2012"
"132,64,106,88,MITSUBISHI,LANCER 4DR AWD,4D,2013"
"89,103,135,69,MITSUBISHI,LANCER 4DR AWD,4D,2014"
"107,74,97,149,MITSUBISHI,LANCER 4DR AWD,4D,2015"
"113,98,89,90,MITSUBISHI,LANCER 4DR AWD,4D,2016"
"170,70,131,33,MITSUBISHI,LANCER 4DR AWD,4D,2017"
"     .,126,     .,70,MITSUBISHI,LANCER EVOLUTION 4DR AWD,4D,2015"
"80,31,66,86,MITSUBISHI,MIRAGE 5DR,4D,2014"
"79,48,64,106,MITSUBISHI,MIRAGE 5DR,4D,2015"
"84,76,112,290,MITSUBISHI,MIRAGE 5DR,4D,2017"
"118,60,137,38,MITSUBISHI,MIRAGE 5DR,4D,2018"
"206,108,155,128,MITSUBISHI,MIRAGE 5DR,4D,2019"
"132,82,157,195,MITSUBISHI,MIRAGE G4 4DR,4D,2017"
"     .,     .,61,105,MITSUBISHI,OUTLANDER 4DR 2WD,SUV,2006"
